client_id,gender,age,region,income_monthly,profession,client_type,marital_status,has_children,years_with_bank,education_level,preferred_channel
C003842,F,50,Moscow,127384.3652007391,Doctor,Retail,Divorced,1,14,Secondary,Call Center
C003843,M,40,Moscow,116371.19866036501,Driver,Retail,Widowed,1,14,Bachelor,Mobile App
C003844,F,23,Sochi,94371.40255919493,Accountant,Retail,Married,0,1,Bachelor,Website
C003845,M,31,Vladivostok,29671.729117324503,Engineer,Retail,Married,0,4,Master,Branch
C003846,F,58,Sochi,77692.05900202412,Teacher,Business,Married,1,1,Master,Branch
C003847,M,55,Moscow,152289.16689303296,Driver,Retail,Single,0,8,Bachelor,Branch
C003848,F,56,Kazan,99045.0023547327,IT Specialist,Retail,Widowed,0,11,Bachelor,Website
C003849,F,21,Novosibirsk,133353.56464202437,Teacher,Retail,Married,0,0,Secondary,Branch
C003850,F,26,Sochi,122478.43326770018,Accountant,Retail,Widowed,1,10,Secondary,Mobile App
C003851,F,26,Vladivostok,97866.05226940475,Teacher,Retail,Single,1,12,Secondary,Website
C003852,F,61,Kazan,43559.14474795181,Engineer,Retail,Widowed,1,7,Bachelor,Mobile App
C003853,M,32,Vladivostok,75182.01845922729,Doctor,Premium,Divorced,0,12,Bachelor,Mobile App
C003854,F,62,Sochi,59025.15495594378,Engineer,Retail,Married,0,11,PhD,Mobile App
C003855,F,71,Kazan,115042.32566489714,Driver,Retail,Widowed,0,14,Secondary,Mobile App
C003856,F,64,Yekaterinburg,133562.18553603417,Pensioner,Retail,Divorced,1,11,Bachelor,Branch
C003857,M,63,Novosibirsk,70434.90002675004,Manager,Retail,Married,1,14,Bachelor,Mobile App
C003858,F,51,Yekaterinburg,70713.458345048,Doctor,Retail,Single,1,1,Master,Mobile App
C003859,M,44,Krasnodar,109179.18103861014,Manager,Retail,Widowed,1,4,Bachelor,Mobile App
C003860,F,36,Vladivostok,,Student,Retail,Single,1,8,Secondary,Mobile App
C003861,F,20,Rostov-on-Don,56138.71507271674,Pensioner,Premium,Married,1,6,PhD,Mobile App
C003862,F,43,Vladivostok,102182.34489348794,Doctor,Retail,Divorced,0,1,Secondary,Call Center
C003863,M,18,Kazan,113822.4400613622,Student,Retail,Married,0,13,Bachelor,Mobile App
C003864,F,52,Sochi,102770.08023735622,Accountant,Premium,Divorced,0,3,Master,Mobile App
C003865,M,23,Krasnodar,38711.260019015346,IT Specialist,Premium,Divorced,1,8,Master,Website
C003866,M,50,Rostov-on-Don,45850.348186738214,Doctor,Retail,Single,0,0,Bachelor,Branch
C003867,F,58,Kazan,74679.54061992274,Driver,Retail,Widowed,1,13,Bachelor,Website
C003868,F,45,,164050.48498299022,Doctor,Retail,Married,1,4,Secondary,Website
C003869,F,70,Sochi,168082.87586573846,Driver,Retail,Single,0,6,Master,Mobile App
C003870,M,57,Moscow,164183.87144068006,Salesperson,Retail,Widowed,1,0,Bachelor,Mobile App
C003871,M,69,Krasnodar,20000.0,Accountant,Retail,Divorced,0,13,Bachelor,Mobile App
C003872,M,38,Yekaterinburg,39165.00456140837,Manager,Premium,Widowed,0,5,Secondary,Branch
C003873,F,29,Sochi,104333.72397772344,Teacher,Retail,Married,1,12,Master,Mobile App
C003874,M,18,Moscow,125099.90083254565,Student,Retail,Single,0,13,Bachelor,Mobile App
C003875,F,46,Vladivostok,98858.69207792135,Manager,Retail,Divorced,1,14,Secondary,Mobile App
C003876,F,43,Sochi,88395.21662892857,Driver,Retail,Widowed,0,1,Bachelor,Branch
C003877,F,40,Saint Petersburg,93411.90829601072,Accountant,Retail,Married,0,6,Secondary,Mobile App
C003878,F,68,Krasnodar,74031.39755238712,Salesperson,Retail,Divorced,1,9,Bachelor,Mobile App
C003879,F,40,Kazan,37330.08677730033,Salesperson,Retail,Married,0,11,Bachelor,Branch
C003880,F,34,Saint Petersburg,89989.16578212942,Salesperson,Retail,Single,1,1,Secondary,Mobile App
C003881,M,40,Yekaterinburg,114198.5595698061,Accountant,Retail,Divorced,1,1,PhD,Mobile App
C003882,F,42,Krasnodar,81281.05158967954,Manager,Retail,Divorced,1,7,Master,Mobile App
C003883,F,57,Sochi,93931.15906988004,Doctor,Retail,Divorced,1,13,Bachelor,Call Center
C003884,M,50,Novosibirsk,104201.27972420827,Salesperson,Retail,Divorced,1,4,Secondary,Call Center
C003885,F,70,Novosibirsk,132917.7023372117,Pensioner,Retail,Married,0,0,Secondary,
C003886,M,68,Kazan,99575.71377428425,Manager,Retail,Single,1,13,Bachelor,Website
C003887,M,69,Vladivostok,100026.56569928314,Driver,Retail,Married,1,4,Bachelor,Mobile App
C003888,F,39,Krasnodar,103149.26317646693,IT Specialist,Retail,Widowed,1,13,Bachelor,Mobile App
C003889,M,43,Saint Petersburg,79993.86323393216,IT Specialist,Premium,Widowed,0,3,Secondary,Mobile App
C003890,M,62,Kazan,82241.07094616277,Engineer,Retail,Single,0,9,PhD,Mobile App
C003891,F,54,Kazan,119596.52039230979,Engineer,Premium,Widowed,0,7,Secondary,Mobile App
C003892,M,62,Rostov-on-Don,65724.80159636268,Teacher,Retail,Married,0,5,Master,Mobile App
C003893,F,62,Moscow,106080.34018198983,Student,Retail,Married,1,11,Bachelor,Mobile App
C003894,M,74,Sochi,47363.34089772247,Student,Retail,Married,1,10,Master,Branch
C003895,F,38,Sochi,91830.16310505237,Engineer,Premium,Divorced,1,12,Secondary,Website
C003896,F,38,Moscow,84865.25207026489,Driver,Retail,Married,0,7,Bachelor,Mobile App
C003897,M,19,Yekaterinburg,85950.92399579773,IT Specialist,Premium,Married,1,12,Secondary,Mobile App
C003898,M,43,Krasnodar,97656.10085381879,Engineer,Retail,Married,1,4,Secondary,Website
C003899,M,68,Rostov-on-Don,172091.9123014579,Pensioner,Retail,Widowed,0,12,Master,Mobile App
C003900,M,51,Vladivostok,52818.03586250673,Manager,Retail,Single,1,6,Bachelor,Branch
C003901,M,58,Moscow,78412.68577617563,Teacher,Premium,Single,1,12,Bachelor,Website
C003902,M,27,Saint Petersburg,106336.05066661988,Manager,Retail,Single,0,10,Master,
C003903,F,48,Vladivostok,92503.99918983947,Pensioner,Business,Widowed,1,7,Bachelor,Mobile App
C003904,M,30,Vladivostok,54864.97356683393,Teacher,Retail,Divorced,0,3,Secondary,Mobile App
C003905,M,52,Novosibirsk,175588.36221217067,Driver,Business,Married,0,8,Master,Mobile App
C003906,M,42,Rostov-on-Don,113832.95392930864,Driver,Retail,Divorced,0,11,Secondary,Mobile App
C003907,M,41,Moscow,127835.48234044018,Doctor,Retail,Divorced,0,0,Bachelor,Website
C003908,F,54,Vladivostok,49593.5939971941,Accountant,Retail,Married,1,4,Bachelor,Branch
C003909,F,23,Vladivostok,,Driver,Retail,Divorced,1,4,Bachelor,Website
C003910,M,69,Sochi,109705.2717920756,Doctor,Retail,Divorced,1,14,Master,Website
C003911,F,36,Vladivostok,93935.36687369362,Engineer,Retail,Single,0,9,Bachelor,Call Center
C003912,F,51,Novosibirsk,111531.361388633,IT Specialist,Retail,Divorced,1,8,Secondary,Mobile App
C003913,M,21,Novosibirsk,128114.15059084601,Teacher,Retail,Widowed,0,10,Secondary,Website
C003914,F,68,Moscow,143104.13934557943,Engineer,Retail,Married,0,10,Secondary,Call Center
C003915,F,57,Rostov-on-Don,108196.96055548881,Accountant,Premium,Widowed,1,6,Secondary,Mobile App
C003916,M,36,Kazan,76650.19569846372,Engineer,Retail,Widowed,1,11,Secondary,Mobile App
C003917,F,26,Moscow,109830.78848750527,Driver,Retail,Married,0,14,Secondary,Mobile App
C003918,F,18,Rostov-on-Don,106047.02104760073,Manager,Retail,Divorced,1,14,Secondary,Mobile App
C003919,M,71,Yekaterinburg,171104.3875135126,IT Specialist,Retail,Single,1,10,Secondary,Mobile App
C003920,M,65,Sochi,180768.81127736712,Salesperson,Retail,Widowed,0,8,Secondary,Mobile App
C003921,F,70,Rostov-on-Don,135566.58352497165,Teacher,Business,Single,0,10,Master,Mobile App
C003922,M,21,Moscow,24562.253950941922,Salesperson,Retail,Single,0,1,Bachelor,Mobile App
C003923,F,47,Rostov-on-Don,41191.319826441875,Doctor,Retail,Divorced,0,11,Secondary,Mobile App
C003924,M,66,Yekaterinburg,42277.97811921336,Pensioner,Premium,Divorced,1,1,Bachelor,Mobile App
C003925,F,29,,45123.48851845797,Engineer,Premium,Divorced,1,13,Bachelor,Website
C003926,M,65,Vladivostok,106695.58316101618,Pensioner,Retail,Married,1,10,Secondary,Mobile App
C003927,F,28,Sochi,113735.45908882996,Teacher,Retail,Single,0,3,Master,Mobile App
C003928,M,33,Moscow,60784.389250584616,Student,Retail,Divorced,0,4,Bachelor,Mobile App
C003929,F,52,Saint Petersburg,69973.21209746228,Teacher,Retail,Divorced,0,13,Secondary,Mobile App
C003930,F,32,Rostov-on-Don,26821.563055961393,Engineer,Retail,Married,1,7,Master,Branch
C003931,F,44,Kazan,140118.75915740925,Driver,Retail,Married,1,11,Secondary,Website
C003932,M,42,Krasnodar,21945.72793281624,Accountant,Retail,Divorced,0,4,Secondary,Mobile App
C003933,M,70,Kazan,61114.020964950534,Salesperson,Retail,Married,0,1,Master,Mobile App
C003934,M,20,Sochi,,Accountant,Premium,Married,1,3,Secondary,Mobile App
C003935,F,18,Krasnodar,39162.24051493739,Driver,Retail,Married,1,13,PhD,Website
C003936,F,69,Sochi,62716.55483953978,Salesperson,Retail,Divorced,0,4,Bachelor,Website
C003937,F,25,Rostov-on-Don,57350.16466104379,Doctor,Retail,Widowed,0,13,PhD,Call Center
C003938,F,61,Saint Petersburg,94724.02548707591,Doctor,Retail,Married,0,1,Secondary,Website
C003939,M,69,Kazan,81835.53928879988,Doctor,Retail,Married,0,3,Secondary,Mobile App
C003940,M,41,Moscow,113284.34341655066,IT Specialist,Retail,Single,1,2,Secondary,Call Center
C003941,M,36,Novosibirsk,64958.584194033814,Salesperson,Retail,Married,0,13,Secondary,Mobile App
C003942,M,53,Krasnodar,154562.20453248726,Driver,Retail,Widowed,1,11,Secondary,Branch
C003943,M,19,Sochi,94419.80079152419,Teacher,Retail,Divorced,0,4,Secondary,Mobile App
C003944,F,62,Rostov-on-Don,55802.68901547296,IT Specialist,Premium,Divorced,0,5,PhD,Branch
C003945,F,18,Yekaterinburg,105089.27582284919,Salesperson,Premium,Married,1,0,Bachelor,Mobile App
C003946,M,26,Kazan,147963.08238268358,Engineer,Retail,Single,1,1,Bachelor,Branch
C003947,M,71,Vladivostok,,Doctor,Retail,Widowed,0,10,Secondary,Mobile App
C003948,M,68,Sochi,143486.5784010601,Driver,Retail,Divorced,0,14,Secondary,Call Center
C003949,F,73,Vladivostok,58684.580411954834,Engineer,Retail,Widowed,0,4,Secondary,Mobile App
C003950,M,24,Saint Petersburg,153962.31656895275,Engineer,Retail,Married,1,0,Master,Call Center
C003951,F,54,Sochi,118564.57066854213,Engineer,Retail,Single,0,5,Bachelor,Mobile App
C003952,F,62,Sochi,68241.04989238195,Engineer,Retail,Single,0,12,Secondary,Branch
C003953,M,19,Moscow,145123.23309209617,Doctor,Retail,Married,0,12,Secondary,Mobile App
C003954,M,35,Vladivostok,50634.03633191179,Doctor,Retail,Widowed,0,10,Bachelor,Mobile App
C003955,M,40,Saint Petersburg,60361.35374116762,Salesperson,Premium,Widowed,0,3,Master,Call Center
C003956,F,46,Sochi,72088.5733117827,Driver,Retail,Divorced,0,2,Bachelor,Mobile App
C003957,F,34,Krasnodar,44641.495794601695,Salesperson,Retail,Divorced,0,10,Master,
C003958,F,29,Saint Petersburg,75901.29516286447,Manager,Retail,Widowed,1,11,Master,Mobile App
C003959,F,70,Yekaterinburg,48529.69349179892,Student,Retail,Widowed,0,11,Bachelor,Website
C003960,M,71,Kazan,47020.12670365245,Accountant,Retail,Married,0,4,Bachelor,Website
C003961,M,65,Saint Petersburg,93312.44224057761,Driver,Retail,Single,1,2,Secondary,Mobile App
C003962,F,44,Kazan,123399.93482631902,Doctor,Retail,Widowed,1,11,Secondary,Mobile App
C003963,M,18,Sochi,80561.83341484237,Driver,Retail,Married,1,10,Secondary,Mobile App
C003964,M,51,Krasnodar,102676.03066522477,Pensioner,Premium,Single,0,11,Bachelor,Mobile App
C003965,F,68,Yekaterinburg,78719.68625040355,Engineer,Retail,Divorced,0,3,Master,Mobile App
C003966,M,63,Sochi,68083.23422648053,Teacher,Business,Single,0,10,Master,Mobile App
C003967,M,53,Saint Petersburg,26738.341460358337,Salesperson,Retail,Married,0,2,Secondary,Mobile App
C003968,M,47,Yekaterinburg,71198.83739432173,Student,Retail,Widowed,0,7,Bachelor,Call Center
C003969,M,33,Rostov-on-Don,87836.5725455255,Teacher,Retail,Divorced,0,7,Bachelor,Website
C003970,M,39,Moscow,105708.67338424217,Pensioner,Premium,Divorced,1,8,PhD,Mobile App
C003971,F,20,Saint Petersburg,87405.15657462069,IT Specialist,Retail,Widowed,1,6,Bachelor,Mobile App
C003972,F,33,Sochi,123086.12701567137,Manager,Retail,Single,1,0,Bachelor,Mobile App
C003973,M,71,Saint Petersburg,102697.49144812919,Driver,Retail,Married,0,2,Master,Mobile App
C003974,F,25,Novosibirsk,20000.0,Driver,Retail,Single,0,9,Master,Mobile App
C003975,F,55,Sochi,57901.55336931494,Student,Retail,Single,0,14,Bachelor,Mobile App
C003976,F,45,Novosibirsk,108113.42950034709,Doctor,Retail,Single,0,0,PhD,Mobile App
C003977,M,46,Sochi,99540.99182483215,Doctor,Business,Divorced,0,7,PhD,Mobile App
C003978,M,29,Sochi,115329.01840586535,Driver,Premium,Single,0,2,Master,Mobile App
C003979,F,43,Kazan,20000.0,Manager,Retail,Widowed,0,4,Secondary,Mobile App
C003980,M,55,Krasnodar,47172.38030516371,IT Specialist,Retail,Married,0,4,Bachelor,Mobile App
C003981,F,31,Rostov-on-Don,164414.77848975462,Pensioner,Retail,Widowed,0,13,Bachelor,Branch
C003982,F,73,Moscow,119370.09266739125,Accountant,Retail,Single,0,6,Bachelor,Mobile App
C003983,F,42,Krasnodar,68831.2801773854,Doctor,Retail,Married,0,8,Bachelor,Mobile App
C003984,M,50,Novosibirsk,164278.9878428082,Salesperson,Retail,Married,0,1,Bachelor,Website
C003985,F,62,Saint Petersburg,51691.08130098813,Doctor,Retail,Divorced,0,6,Bachelor,Branch
C003986,F,35,Vladivostok,116300.92070831342,IT Specialist,Retail,Married,0,14,Master,Mobile App
C003987,F,74,Moscow,20000.0,Student,Retail,Married,0,12,Bachelor,Mobile App
C003988,M,33,Saint Petersburg,154433.72762018497,Driver,Retail,Married,1,4,Secondary,Website
C003989,M,67,Vladivostok,158456.986294042,Pensioner,Retail,Widowed,1,12,Secondary,Call Center
C003990,F,47,Kazan,39858.2925925169,Accountant,Retail,Married,0,0,Secondary,Mobile App
C003991,M,21,Krasnodar,50865.43307435959,IT Specialist,Premium,Married,0,5,PhD,Website
C003992,F,27,Yekaterinburg,94288.52071684872,Salesperson,Retail,Married,0,8,Bachelor,Mobile App
C003993,F,39,Vladivostok,102989.63491582555,Manager,Retail,Married,0,13,Secondary,Mobile App
C003994,F,54,Vladivostok,59611.24305203732,IT Specialist,Retail,Married,0,0,Bachelor,Mobile App
C003995,M,58,Kazan,96876.40416319777,Manager,Retail,Widowed,0,9,Secondary,Mobile App
C003996,F,23,Yekaterinburg,112781.16484265326,Driver,Retail,Widowed,0,4,Master,Mobile App
C003997,F,60,Yekaterinburg,90503.9797534817,Accountant,Retail,Married,0,3,Secondary,Mobile App
C003998,F,24,Vladivostok,50122.47014714914,Accountant,Retail,Single,0,3,Master,Website
C003999,F,46,Novosibirsk,89368.80778293799,Driver,Retail,Married,1,14,Bachelor,Mobile App
C004000,F,42,Moscow,81315.72489813046,Engineer,Retail,Married,0,11,Secondary,Website
C004001,M,44,Saint Petersburg,127431.70750490262,Driver,Retail,Widowed,0,10,Secondary,Branch
C004002,F,24,Saint Petersburg,131886.0626828706,Salesperson,Retail,Widowed,1,6,Secondary,Mobile App
C004003,F,37,,,Driver,Premium,Single,0,4,Bachelor,Mobile App
C004004,M,23,Krasnodar,150609.48593441324,Pensioner,Retail,Widowed,0,11,Bachelor,Call Center
C004005,F,73,Vladivostok,169500.74434207598,Pensioner,Premium,Divorced,0,2,Secondary,Mobile App
C004006,M,41,Vladivostok,91201.55678209246,Engineer,Retail,Single,0,10,Secondary,Mobile App
C004007,M,29,Saint Petersburg,80946.10799851602,IT Specialist,Retail,Married,0,3,PhD,Call Center
C004008,F,58,Vladivostok,105855.99859961862,Pensioner,Retail,Single,0,4,Bachelor,Mobile App
C004009,M,35,Sochi,70767.22827593423,Driver,Premium,Married,0,7,Secondary,Mobile App
C004010,M,18,Kazan,70829.34152893125,Doctor,Retail,Widowed,1,13,Secondary,Website
C004011,F,57,Novosibirsk,98865.14830272472,Doctor,Retail,Widowed,1,1,Bachelor,Branch
C004012,M,41,Moscow,124537.06092398777,IT Specialist,Retail,Divorced,0,1,Secondary,Call Center
C004013,M,74,Krasnodar,75235.64497396057,Accountant,Retail,Divorced,0,11,PhD,Website
C004014,M,55,Yekaterinburg,138867.00656934967,IT Specialist,Premium,Married,0,11,Secondary,Mobile App
C004015,F,35,Saint Petersburg,82707.5459183653,IT Specialist,Retail,Divorced,1,14,Bachelor,Mobile App
C004016,F,31,Yekaterinburg,80048.27202810123,IT Specialist,Retail,Widowed,0,4,Secondary,Call Center
C004017,M,33,Rostov-on-Don,86769.67332195932,Teacher,Retail,Single,1,0,Bachelor,Website
C004018,M,51,Krasnodar,88067.21865452823,Teacher,Retail,Divorced,0,6,Secondary,Mobile App
C004019,M,36,Yekaterinburg,147129.6587506771,Accountant,Retail,Married,0,1,Secondary,Website
C004020,M,20,Rostov-on-Don,35591.56830921449,Pensioner,Retail,Divorced,0,3,Secondary,
C004021,F,95,Vladivostok,104836.42113346246,IT Specialist,Retail,Widowed,1,7,Bachelor,Mobile App
C004022,M,48,Moscow,117564.21257408477,IT Specialist,Premium,Married,0,14,Secondary,Mobile App
C004023,F,21,Kazan,65785.09090147779,Student,Premium,Widowed,1,4,Bachelor,Mobile App
C004024,F,36,Moscow,57561.232068773475,Pensioner,Retail,Single,1,3,Bachelor,Call Center
C004025,M,62,,180462.3360243098,Salesperson,Business,Married,1,14,Bachelor,Branch
C004026,F,39,Vladivostok,164691.06146865367,IT Specialist,Retail,Widowed,0,2,Bachelor,Website
C004027,F,31,Sochi,42807.49363255129,Salesperson,Retail,Widowed,1,14,Master,Branch
C004028,F,59,Saint Petersburg,82517.78031980674,Doctor,Retail,Divorced,1,3,Master,Branch
C004029,F,68,Yekaterinburg,96242.86425390955,Salesperson,Retail,Divorced,1,8,Secondary,Branch
C004030,F,34,Sochi,92286.01142738393,Salesperson,Retail,Divorced,1,2,Bachelor,Mobile App
C004031,F,44,Moscow,78451.56573046496,Teacher,Retail,Widowed,0,9,Master,Branch
C004032,F,33,Yekaterinburg,134720.211712325,Teacher,Retail,Married,0,3,Secondary,Mobile App
C004033,M,35,Rostov-on-Don,148519.93490064482,Pensioner,Premium,Married,1,10,Bachelor,Branch
C004034,M,61,Vladivostok,74434.76521093621,Accountant,Retail,Divorced,0,9,Secondary,Mobile App
C004035,M,54,Novosibirsk,71603.0110008826,Doctor,Retail,Single,1,12,Bachelor,Mobile App
C004036,M,62,Yekaterinburg,115409.0905101946,Teacher,Retail,Widowed,0,8,Secondary,Mobile App
C004037,F,41,Saint Petersburg,115279.88970394169,Engineer,Premium,Married,0,13,Master,Call Center
C004038,M,27,Krasnodar,45108.11187820244,Manager,Retail,Widowed,0,6,Bachelor,Branch
C004039,M,34,Vladivostok,32248.19961927743,Driver,Business,Single,0,14,Bachelor,Website
C004040,M,28,Moscow,108171.17881259834,Doctor,Retail,Widowed,1,0,Bachelor,Website
C004041,F,37,Kazan,52041.77908275769,Student,Retail,Divorced,1,14,Bachelor,Branch
C004042,M,36,Moscow,99465.97838148924,Manager,Retail,Divorced,0,14,Secondary,Mobile App
C004043,F,39,Krasnodar,41806.98190637651,Salesperson,Premium,Divorced,1,6,Master,
C004044,F,74,Saint Petersburg,135331.76131179236,Salesperson,Retail,Divorced,1,13,Bachelor,Mobile App
C004045,M,18,Saint Petersburg,88080.2899076014,Pensioner,Retail,Married,0,14,Master,Call Center
C004046,M,46,Saint Petersburg,135369.72153678743,Salesperson,Retail,Married,1,13,Bachelor,Branch
C004047,F,67,Kazan,107298.72006002703,Student,Retail,Divorced,0,13,Secondary,Branch
C004048,M,21,Novosibirsk,43556.08154115629,Accountant,Retail,Widowed,0,12,Bachelor,Branch
C004049,F,67,Sochi,72743.15621868905,Student,Retail,Single,1,10,PhD,Mobile App
C004050,F,39,Moscow,20000.0,IT Specialist,Premium,Married,0,2,PhD,Mobile App
C004051,F,37,Krasnodar,149697.52577951207,Driver,Retail,Single,0,3,Bachelor,Mobile App
C004052,F,18,Vladivostok,122891.17821796605,Accountant,Retail,Single,0,10,Bachelor,Mobile App
C004053,F,40,Moscow,99147.70505783315,Manager,Retail,Widowed,0,9,Bachelor,Mobile App
C004054,F,57,Novosibirsk,140651.91673697557,Salesperson,Retail,Widowed,0,7,Secondary,Mobile App
C004055,F,26,Moscow,113463.35804750628,Student,Retail,Widowed,0,14,Bachelor,Call Center
C004056,F,52,Novosibirsk,80968.2748878013,Engineer,Retail,Single,0,3,Secondary,Mobile App
C004057,M,24,Sochi,,Doctor,Retail,Married,0,10,Master,Branch
C004058,M,39,Vladivostok,99266.66271501842,Salesperson,Retail,Single,0,7,Bachelor,Website
C004059,F,61,Krasnodar,22643.05356278752,Engineer,Premium,Divorced,0,1,Bachelor,Mobile App
C004060,M,22,Vladivostok,143053.44833418526,IT Specialist,Retail,Widowed,0,11,Secondary,Mobile App
C004061,F,41,,106478.28832819576,Engineer,Retail,Married,1,13,Bachelor,Website
C004062,F,58,Sochi,75326.16085723296,IT Specialist,Retail,Divorced,0,6,Master,Mobile App
C004063,F,55,Saint Petersburg,43577.36326832278,Student,Retail,Single,1,0,Secondary,Website
C004064,F,65,Saint Petersburg,102399.31082957328,IT Specialist,Retail,Widowed,0,5,Bachelor,Mobile App
C004065,M,31,Saint Petersburg,79589.05633347642,Student,Retail,Divorced,0,1,Bachelor,Mobile App
C004066,F,66,Novosibirsk,47301.692536663126,Teacher,Retail,Married,0,11,Master,Mobile App
C004067,F,41,Novosibirsk,64665.51361756692,Engineer,Retail,Widowed,0,7,Bachelor,Mobile App
C004068,F,45,Moscow,67189.83967116292,Salesperson,Retail,Single,1,7,Secondary,Mobile App
C004069,M,24,Kazan,73628.08909744912,Teacher,Retail,Widowed,0,7,Secondary,Website
C004070,F,35,Rostov-on-Don,57985.555850955105,Student,Retail,Single,1,4,Secondary,Website
C004071,M,72,Yekaterinburg,57401.6039938507,Engineer,Retail,Widowed,0,2,Bachelor,Call Center
C004072,M,70,Kazan,107924.64577245677,Doctor,Retail,Single,1,2,Secondary,Mobile App
C004073,M,54,Vladivostok,57248.9835377852,Driver,Retail,Divorced,1,1,Bachelor,Mobile App
C004074,M,66,Kazan,55050.87592468884,Student,Retail,Divorced,0,10,Bachelor,Mobile App
C004075,M,60,Vladivostok,33945.59205086141,Doctor,Retail,Single,0,7,Master,Website
C004076,F,38,Kazan,136859.2885685157,Doctor,Retail,Single,1,10,Bachelor,Mobile App
C004077,F,23,Rostov-on-Don,49349.74757954238,Engineer,Premium,Widowed,0,10,Secondary,Website
C004078,M,39,Sochi,198881.33797631855,Pensioner,Retail,Single,1,5,Secondary,Mobile App
C004079,F,33,Krasnodar,102171.26345600719,Doctor,Retail,Divorced,0,10,Secondary,Mobile App
C004080,M,65,Kazan,52434.63249830016,Teacher,Premium,Widowed,0,0,Bachelor,Mobile App
C004081,M,24,Moscow,83489.74624727135,Driver,Business,Widowed,0,5,Master,Branch
C004082,F,65,Kazan,53085.10664289004,Doctor,Retail,Married,0,2,PhD,Mobile App
C004083,F,50,Yekaterinburg,128671.47076728809,Driver,Retail,Widowed,1,10,Bachelor,Mobile App
C004084,M,57,Sochi,100332.47537668356,IT Specialist,Retail,Married,0,3,PhD,
C004085,F,50,Kazan,79895.37447533636,Accountant,Retail,Divorced,0,1,Master,Mobile App
C004086,M,46,Kazan,130133.76001223952,Student,Retail,Widowed,0,3,Secondary,Branch
C004087,M,18,Kazan,72884.94640704215,Engineer,Retail,Married,1,4,Bachelor,Website
C004088,M,42,Sochi,112287.77653115851,Manager,Business,Widowed,0,0,Master,Mobile App
C004089,F,59,Krasnodar,141506.3304136128,Teacher,Retail,Widowed,0,11,Master,Mobile App
C004090,F,24,Novosibirsk,143391.10065223888,Engineer,Retail,Divorced,0,8,Bachelor,Branch
C004091,F,46,Vladivostok,129905.0331917332,Teacher,Premium,Divorced,0,0,Bachelor,Website
C004092,F,49,Moscow,62618.350399921794,Teacher,Retail,Single,0,9,Secondary,Mobile App
C004093,F,47,Moscow,125235.56746403287,Teacher,Retail,Widowed,0,10,Secondary,Call Center
C004094,M,24,Vladivostok,88081.15259035173,Accountant,Premium,Married,1,8,PhD,Mobile App
C004095,M,45,Novosibirsk,136294.83445017284,Manager,Retail,Divorced,0,11,Bachelor,Mobile App
C004096,M,24,Krasnodar,71703.48772420036,IT Specialist,Retail,Married,1,5,Bachelor,Mobile App
C004097,M,55,Krasnodar,120475.26856188131,Manager,Retail,Widowed,0,14,Bachelor,Call Center
C004098,F,68,Kazan,104446.31310700638,Pensioner,Retail,Married,0,0,Master,Mobile App
C004099,M,21,Sochi,45542.91791355777,Manager,Retail,Widowed,1,5,Secondary,Website
C004100,F,74,Saint Petersburg,67447.77256411607,Salesperson,Retail,Widowed,0,11,Secondary,Website
C004101,F,36,Moscow,67197.36064960039,Engineer,Premium,Widowed,1,14,Bachelor,Branch
C004102,F,32,Moscow,,Accountant,Retail,Widowed,0,11,Master,Branch
C004103,M,47,Krasnodar,121515.4097645881,Teacher,Retail,Widowed,1,5,Secondary,Website
C004104,F,62,Sochi,52127.965762869964,Accountant,Retail,Married,1,12,Secondary,Mobile App
C004105,F,35,Yekaterinburg,106993.3867483476,IT Specialist,Retail,Married,1,7,Master,Mobile App
C004106,M,32,Krasnodar,119491.18487539497,Doctor,Retail,Widowed,0,7,Bachelor,Mobile App
C004107,M,26,Moscow,125299.83999827241,Student,Retail,Widowed,0,3,Secondary,Mobile App
C004108,F,69,Krasnodar,69597.7264377356,Accountant,Retail,Married,0,5,Bachelor,Website
C004109,F,61,Rostov-on-Don,76507.27579823106,Manager,Premium,Single,0,3,Bachelor,Mobile App
C004110,M,52,Yekaterinburg,122342.01754665564,Pensioner,Retail,Divorced,0,5,Secondary,Mobile App
C004111,F,60,Rostov-on-Don,101300.53338465023,IT Specialist,Premium,Married,1,5,Secondary,Branch
C004112,F,60,Sochi,37412.899190258046,Salesperson,Retail,Single,0,13,Bachelor,Mobile App
C004113,M,39,Novosibirsk,50036.45305467989,Manager,Retail,Single,0,10,Master,Branch
C004114,F,65,Saint Petersburg,126147.57010338845,Manager,Premium,Widowed,0,7,Secondary,Mobile App
C004115,M,55,Saint Petersburg,95270.40564516345,IT Specialist,Retail,Married,0,7,Secondary,Branch
C004116,F,20,Sochi,56065.22886583439,Engineer,Retail,Married,0,11,Bachelor,Branch
C004117,M,26,Vladivostok,108226.67201971069,Salesperson,Retail,Widowed,0,8,Bachelor,Branch
C004118,F,110,Sochi,82237.70957379462,Pensioner,Retail,Divorced,0,5,Master,Mobile App
C004119,M,29,Rostov-on-Don,50117.893740813066,Pensioner,Retail,Widowed,0,10,Bachelor,Mobile App
C004120,F,58,Vladivostok,49814.012142216314,Student,Retail,Single,0,4,Bachelor,Mobile App
C004121,F,24,Rostov-on-Don,44480.88192897191,IT Specialist,Retail,Married,0,9,Master,Mobile App
C004122,F,32,Krasnodar,77999.5072264333,Student,Retail,Widowed,0,6,Bachelor,Mobile App
