client_id,activity_date,activity_type,activity_result,activity_value,channel
C008853,2025-03-20,SMS,SUCCESS,1194.57,Mobile App
C004366,2025-01-19,EMAIL,SUCCESS,126.0,Mobile App
C004341,2025-02-12,CALL,SUCCESS,2576.18,Mobile App
C004756,2025-02-08,TXN,SUCCESS,1883.41,Branch
C008277,2025-06-04,APP_LOGIN,SUCCESS,250.34,Website
C003671,2025-05-30,APP_LOGIN,SUCCESS,3304.45,Mobile App
C009099,2025-02-18,CALL,NO_RESPONSE,635.94,Website
C003522,2025-02-27,CALL,FAIL,1247.69,Call Center
C001876,2025-02-28,CALL,SUCCESS,1511.39,Mobile App
C003959,2025-02-09,APP_LOGIN,SUCCESS,2221.88,Mobile App
C002137,2025-04-16,APP_LOGIN,FAIL,196.19,Branch
C009046,2025-01-15,TXN,SUCCESS,717.07,Mobile App
C000507,2025-02-01,APP_LOGIN,SUCCESS,451.65,Branch
C008600,2025-02-27,EMAIL,NO_RESPONSE,453.41,Mobile App
C005391,2025-04-05,APP_LOGIN,SUCCESS,1332.07,Call Center
C008716,2025-02-25,APP_LOGIN,SUCCESS,1045.95,Mobile App
C005614,2025-04-13,CALL,SUCCESS,1142.97,Branch
C006751,2025-04-29,CALL,SUCCESS,573.06,Mobile App
C003051,2025-02-21,APP_LOGIN,SUCCESS,82.5,Website
C007093,2025-01-28,CALL,SUCCESS,2149.2,Mobile App
C002398,2025-04-06,TXN,NO_RESPONSE,2003.92,Mobile App
C007913,2025-06-01,TXN,NO_RESPONSE,1264.09,Mobile App
C008520,2025-05-06,CALL,SUCCESS,291.25,Mobile App
C001310,2025-06-14,APP_LOGIN,NO_RESPONSE,767.25,Mobile App
C007203,2025-01-05,EMAIL,SUCCESS,1352.88,Call Center
C007701,2025-06-21,APP_LOGIN,NO_RESPONSE,301.04,Mobile App
C004719,2025-02-19,APP_LOGIN,SUCCESS,1009.59,Branch
C005951,2025-05-09,CALL,SUCCESS,249.33,Mobile App
C000756,2025-01-01,TXN,SUCCESS,655.33,Call Center
C000146,2025-05-23,SMS,SUCCESS,1821.59,Mobile App
C005117,2025-01-01,CALL,NO_RESPONSE,705.18,Website
C003575,2025-02-21,CALL,SUCCESS,1196.23,Branch
C009820,2025-04-11,TXN,SUCCESS,1084.97,Mobile App
C004924,2025-02-10,APP_LOGIN,SUCCESS,2866.42,Website
C001859,2025-03-04,SMS,SUCCESS,125.76,Mobile App
C004723,2025-06-23,TXN,NO_RESPONSE,108.36,Call Center
C003599,2025-01-21,SMS,SUCCESS,35.75,Mobile App
C000630,2025-04-25,APP_LOGIN,SUCCESS,1093.01,Mobile App
C003519,2025-02-21,TXN,NO_RESPONSE,44.44,Mobile App
C006559,2025-06-08,APP_LOGIN,SUCCESS,3522.63,Mobile App
C004353,2025-02-05,EMAIL,SUCCESS,56.48,Mobile App
C007430,2025-01-24,TXN,NO_RESPONSE,262.78,Website
C009097,2025-06-15,CALL,SUCCESS,1016.66,Website
C005556,2025-04-09,TXN,NO_RESPONSE,526.27,Mobile App
C007998,2025-03-09,TXN,FAIL,1049.12,Mobile App
C000108,2025-01-02,CALL,SUCCESS,504.2,Mobile App
C009235,2025-04-09,CALL,SUCCESS,127.43,Mobile App
C009581,2025-03-23,TXN,NO_RESPONSE,771.78,Website
C009869,2025-04-01,CALL,SUCCESS,3257.13,Branch
C005499,2025-02-26,TXN,FAIL,67.15,Mobile App
C004256,2025-03-04,SMS,SUCCESS,1917.54,Call Center
C004196,2025-04-14,CALL,SUCCESS,1919.21,Mobile App
C008457,2025-03-12,APP_LOGIN,SUCCESS,2438.76,Website
C003822,2025-02-10,EMAIL,NO_RESPONSE,2680.54,Call Center
C000677,2025-04-05,CALL,SUCCESS,752.15,Call Center
C005179,2025-04-15,APP_LOGIN,SUCCESS,3064.8,Mobile App
C005567,2025-01-07,CALL,SUCCESS,1054.47,Mobile App
C003970,2025-02-26,SMS,SUCCESS,2126.22,Mobile App
C005421,2025-06-22,APP_LOGIN,NO_RESPONSE,493.07,Website
C000608,2025-05-06,APP_LOGIN,SUCCESS,1095.49,Mobile App
C005675,2025-04-03,APP_LOGIN,SUCCESS,214.61,Branch
C005889,2025-05-01,CALL,SUCCESS,859.75,Mobile App
C005333,2025-05-16,APP_LOGIN,SUCCESS,22.48,Website
C007357,2025-01-03,SMS,NO_RESPONSE,2347.83,Website
C006787,2025-04-14,CALL,SUCCESS,852.86,Branch
C002395,2025-06-09,EMAIL,SUCCESS,313.35,Mobile App
C008071,2025-03-09,APP_LOGIN,NO_RESPONSE,671.79,Call Center
C009353,2025-05-18,CALL,NO_RESPONSE,620.48,Website
C005150,2025-01-18,CALL,FAIL,121.42,Mobile App
C006290,2025-03-24,APP_LOGIN,SUCCESS,913.1,Mobile App
C009684,2025-06-30,APP_LOGIN,SUCCESS,2337.96,Website
C002022,2025-03-17,SMS,NO_RESPONSE,530.38,Call Center
C007785,2025-05-19,APP_LOGIN,FAIL,1183.79,Mobile App
C004599,2025-06-09,TXN,SUCCESS,2177.29,Call Center
C003016,2025-01-06,EMAIL,FAIL,429.17,Mobile App
C005311,2025-06-15,TXN,SUCCESS,3390.01,Mobile App
C002049,2025-02-24,TXN,SUCCESS,271.42,Mobile App
C005970,2025-06-05,APP_LOGIN,SUCCESS,454.25,Mobile App
C000894,2025-01-26,CALL,SUCCESS,83.72,Mobile App
C009280,2025-03-15,TXN,SUCCESS,294.29,Mobile App
C006088,2025-04-19,CALL,SUCCESS,1402.49,Branch
C002934,2025-04-25,APP_LOGIN,SUCCESS,757.73,Mobile App
C002282,2025-03-27,APP_LOGIN,SUCCESS,1868.49,Call Center
C008265,2025-05-30,CALL,SUCCESS,336.83,Mobile App
C001381,2025-01-06,APP_LOGIN,NO_RESPONSE,1866.16,Mobile App
C000484,2025-02-05,APP_LOGIN,SUCCESS,264.07,Mobile App
C009222,2025-05-07,APP_LOGIN,SUCCESS,352.51,Mobile App
C003780,2025-01-11,CALL,SUCCESS,691.81,Mobile App
C006102,2025-03-23,EMAIL,SUCCESS,1300.47,Website
C004955,2025-04-30,EMAIL,NO_RESPONSE,3866.26,Call Center
C005954,2025-02-03,CALL,SUCCESS,1451.41,Call Center
C006281,2025-01-03,APP_LOGIN,NO_RESPONSE,1200.31,Call Center
C000779,2025-04-15,CALL,SUCCESS,227.48,Mobile App
C003476,2025-04-25,EMAIL,SUCCESS,43.7,Mobile App
C004724,2025-06-27,APP_LOGIN,SUCCESS,68.6,Call Center
C006887,2025-04-12,EMAIL,SUCCESS,845.4,Mobile App
C006714,2025-02-05,CALL,NO_RESPONSE,335.9,Call Center
C008602,2025-04-04,CALL,SUCCESS,4897.38,Website
C001060,2025-01-30,APP_LOGIN,SUCCESS,965.72,Mobile App
C006374,2025-03-03,SMS,NO_RESPONSE,619.89,Branch
C007395,2025-06-30,EMAIL,SUCCESS,1260.19,Mobile App
C002310,2025-04-17,EMAIL,SUCCESS,735.81,Call Center
C001601,2025-02-19,TXN,FAIL,1734.28,Mobile App
C002234,2025-06-09,CALL,NO_RESPONSE,143.0,Branch
C009845,2025-04-30,APP_LOGIN,SUCCESS,599.59,Mobile App
C007354,2025-04-22,TXN,SUCCESS,1008.55,Mobile App
C009490,2025-03-24,SMS,SUCCESS,2555.17,Mobile App
C000352,2025-01-09,SMS,SUCCESS,20.63,Mobile App
C006470,2025-04-23,TXN,SUCCESS,6553.96,Mobile App
C008657,2025-01-16,CALL,SUCCESS,129.79,Call Center
C003167,2025-06-15,CALL,SUCCESS,1607.08,Branch
C005254,2025-05-27,APP_LOGIN,SUCCESS,1053.79,Mobile App
C002210,2025-04-04,APP_LOGIN,SUCCESS,2093.6,Mobile App
C008748,2025-02-05,TXN,SUCCESS,1617.13,Call Center
C000300,2025-01-11,EMAIL,SUCCESS,2760.28,Call Center
C003867,2025-03-20,TXN,FAIL,847.54,Branch
C008548,2025-03-26,TXN,SUCCESS,834.03,Mobile App
C000564,2025-05-04,CALL,SUCCESS,903.82,Mobile App
C004889,2025-06-20,EMAIL,NO_RESPONSE,524.22,Call Center
C009215,2025-03-15,TXN,SUCCESS,26.4,Mobile App
C001191,2025-04-06,TXN,FAIL,96.27,Mobile App
C003211,2025-02-02,CALL,SUCCESS,3937.42,Mobile App
C006379,2025-02-18,EMAIL,SUCCESS,997.67,Call Center
C009219,2025-06-28,APP_LOGIN,SUCCESS,563.61,Website
C008448,2025-06-27,EMAIL,SUCCESS,222.72,Website
C002419,2025-01-24,SMS,SUCCESS,2774.05,Branch
C002564,2025-01-21,EMAIL,SUCCESS,3744.59,Mobile App
C002952,2025-06-03,EMAIL,SUCCESS,17.91,Mobile App
C007384,2025-03-22,EMAIL,SUCCESS,41.06,Mobile App
C000270,2025-05-27,APP_LOGIN,SUCCESS,299.25,Mobile App
C006620,2025-03-07,APP_LOGIN,SUCCESS,1478.16,Mobile App
C005648,2025-06-18,APP_LOGIN,NO_RESPONSE,544.49,Website
C009120,2025-03-05,EMAIL,SUCCESS,405.63,Call Center
C008256,2025-04-19,APP_LOGIN,SUCCESS,24.12,Mobile App
C004556,2025-06-10,TXN,SUCCESS,3107.08,Mobile App
C001043,2025-02-01,APP_LOGIN,SUCCESS,2501.63,Mobile App
C005445,2025-04-16,TXN,FAIL,156.81,Mobile App
C005004,2025-06-02,SMS,SUCCESS,2037.75,Mobile App
C004189,2025-05-11,TXN,NO_RESPONSE,1077.89,Mobile App
C009002,2025-04-16,APP_LOGIN,SUCCESS,194.53,Mobile App
C003089,2025-02-20,APP_LOGIN,NO_RESPONSE,2389.99,Mobile App
C001647,2025-01-07,CALL,SUCCESS,49.68,Mobile App
C000488,2025-04-23,APP_LOGIN,SUCCESS,1347.98,Mobile App
C003082,2025-01-25,CALL,SUCCESS,321.25,Mobile App
C001748,2025-03-28,CALL,NO_RESPONSE,1966.7,Call Center
C008941,2025-04-02,APP_LOGIN,SUCCESS,275.5,Branch
C000528,2025-01-08,APP_LOGIN,SUCCESS,290.16,Website
C001168,2025-01-25,SMS,SUCCESS,2303.48,Mobile App
C004611,2025-06-09,APP_LOGIN,FAIL,1436.1,Mobile App
C004473,2025-06-09,TXN,SUCCESS,1270.51,Mobile App
C007662,2025-02-22,TXN,SUCCESS,182.37,Mobile App
C005805,2025-01-25,TXN,SUCCESS,1118.77,Mobile App
C000484,2025-01-26,TXN,SUCCESS,1126.37,Mobile App
C000452,2025-01-08,APP_LOGIN,SUCCESS,1616.62,Website
C004070,2025-05-10,SMS,FAIL,2258.03,Mobile App
C005656,2025-05-27,CALL,SUCCESS,1370.06,Mobile App
C007208,2025-01-08,TXN,SUCCESS,705.62,Mobile App
C004398,2025-05-13,CALL,SUCCESS,393.04,Website
C005672,2025-03-18,TXN,SUCCESS,702.53,Branch
C003134,2025-06-08,EMAIL,SUCCESS,469.87,Website
C001774,2025-05-21,EMAIL,NO_RESPONSE,797.31,Mobile App
C005623,2025-04-28,EMAIL,NO_RESPONSE,1264.88,Website
C009191,2025-05-09,APP_LOGIN,SUCCESS,1981.88,Call Center
C007413,2025-02-15,SMS,SUCCESS,1008.62,Mobile App
C002066,2025-05-12,TXN,SUCCESS,2903.2,Mobile App
C008590,2025-04-28,TXN,SUCCESS,1142.94,Website
C006333,2025-05-28,APP_LOGIN,NO_RESPONSE,999.59,Mobile App
C007914,2025-04-03,APP_LOGIN,SUCCESS,62.83,Call Center
C009996,2025-02-01,TXN,SUCCESS,289.52,Website
C001947,2025-04-07,TXN,SUCCESS,755.62,Mobile App
C003416,2025-05-08,CALL,SUCCESS,440.89,Mobile App
C001395,2025-03-19,TXN,SUCCESS,1870.72,Website
C002422,2025-03-24,CALL,SUCCESS,233.77,Website
C003920,2025-04-25,TXN,SUCCESS,178.77,Mobile App
C007346,2025-05-11,CALL,NO_RESPONSE,601.01,Mobile App
C003084,2025-02-21,CALL,NO_RESPONSE,587.94,Mobile App
C008031,2025-01-11,SMS,SUCCESS,4177.89,Call Center
C008121,2025-01-09,TXN,FAIL,912.2,Mobile App
C001845,2025-05-06,CALL,SUCCESS,283.84,Mobile App
C001805,2025-02-20,CALL,SUCCESS,1275.44,Mobile App
C009082,2025-01-02,APP_LOGIN,SUCCESS,1045.9,Website
C002504,2025-03-18,TXN,SUCCESS,426.71,Mobile App
C001894,2025-04-17,SMS,SUCCESS,67.89,Mobile App
C001667,2025-05-23,APP_LOGIN,SUCCESS,2946.52,Call Center
C004345,2025-03-10,CALL,SUCCESS,354.26,Branch
C006592,2025-02-08,APP_LOGIN,FAIL,2286.34,Mobile App
C003066,2025-02-03,CALL,SUCCESS,1078.48,Mobile App
C005076,2025-06-20,EMAIL,SUCCESS,915.62,Mobile App
C003076,2025-03-07,CALL,NO_RESPONSE,179.71,Mobile App
C001260,2025-06-22,EMAIL,SUCCESS,1414.93,Mobile App
C002221,2025-04-07,CALL,NO_RESPONSE,698.57,Website
C005442,2025-05-07,TXN,NO_RESPONSE,427.83,Branch
C008979,2025-01-27,TXN,SUCCESS,337.63,Mobile App
C004936,2025-03-08,EMAIL,SUCCESS,441.96,Mobile App
C002448,2025-03-05,TXN,SUCCESS,1356.02,Mobile App
C003130,2025-05-10,TXN,FAIL,597.52,Mobile App
C001899,2025-06-05,EMAIL,SUCCESS,2053.81,Website
C007698,2025-04-28,APP_LOGIN,SUCCESS,883.48,Call Center
C006692,2025-06-18,CALL,SUCCESS,471.08,Branch
C004504,2025-04-24,APP_LOGIN,FAIL,1085.49,Mobile App
C003950,2025-03-28,CALL,NO_RESPONSE,167.58,Call Center
C008011,2025-04-07,TXN,SUCCESS,181.43,Mobile App
C007440,2025-06-29,TXN,SUCCESS,579.57,Mobile App
C000017,2025-01-14,CALL,SUCCESS,1904.67,Branch
C007960,2025-03-02,SMS,SUCCESS,642.91,Call Center
C006242,2025-02-19,EMAIL,FAIL,75.73,Mobile App
C007907,2025-01-13,CALL,SUCCESS,1378.32,Website
C003023,2025-04-24,CALL,SUCCESS,2748.58,Mobile App
C001267,2025-01-19,EMAIL,SUCCESS,319.1,Branch
C000479,2025-02-05,TXN,SUCCESS,345.47,Mobile App
C004297,2025-03-11,TXN,SUCCESS,1745.08,Mobile App
C003978,2025-01-12,SMS,SUCCESS,525.06,Branch
C006069,2025-03-14,EMAIL,SUCCESS,1607.65,Mobile App
C004275,2025-01-13,EMAIL,SUCCESS,2987.16,Call Center
C006414,2025-01-24,APP_LOGIN,SUCCESS,185.42,Mobile App
C007792,2025-06-23,EMAIL,FAIL,542.51,Call Center
C000486,2025-01-15,TXN,SUCCESS,1061.31,Mobile App
C004674,2025-06-23,SMS,SUCCESS,902.71,Mobile App
C000338,2025-04-24,CALL,SUCCESS,2063.38,Mobile App
C009053,2025-04-04,CALL,FAIL,235.07,Mobile App
C006901,2025-04-06,APP_LOGIN,SUCCESS,385.41,Mobile App
C002004,2025-02-04,APP_LOGIN,SUCCESS,151.84,Call Center
C001472,2025-05-26,SMS,SUCCESS,638.06,Mobile App
C006728,2025-05-30,TXN,SUCCESS,683.08,Mobile App
C002043,2025-01-25,EMAIL,SUCCESS,11.2,Mobile App
C001520,2025-01-24,CALL,SUCCESS,392.65,Mobile App
C006490,2025-05-14,APP_LOGIN,SUCCESS,25.67,Mobile App
C008894,2025-06-13,APP_LOGIN,SUCCESS,567.84,Mobile App
C004389,2025-05-18,SMS,SUCCESS,1434.73,Mobile App
C007857,2025-01-12,APP_LOGIN,SUCCESS,1729.96,Branch
C009366,2025-03-10,TXN,SUCCESS,13.58,Mobile App
C001606,2025-05-28,SMS,NO_RESPONSE,74.36,Mobile App
C005665,2025-02-06,TXN,SUCCESS,618.54,Mobile App
C006940,2025-01-18,TXN,NO_RESPONSE,1710.76,Call Center
C005118,2025-04-21,APP_LOGIN,FAIL,2086.72,Call Center
C005380,2025-02-10,APP_LOGIN,SUCCESS,72.46,Branch
C002125,2025-01-12,APP_LOGIN,SUCCESS,749.2,Mobile App
C004992,2025-04-07,TXN,SUCCESS,149.91,Website
C006795,2025-03-14,TXN,SUCCESS,1560.43,Call Center
C001447,2025-04-07,APP_LOGIN,FAIL,2712.38,Website
C003307,2025-06-07,TXN,NO_RESPONSE,669.93,Mobile App
C002373,2025-01-17,SMS,NO_RESPONSE,3936.81,Mobile App
C000151,2025-02-04,SMS,SUCCESS,2220.61,Mobile App
C001660,2025-03-21,TXN,SUCCESS,186.79,Mobile App
C006140,2025-06-17,CALL,NO_RESPONSE,344.98,Mobile App
C009071,2025-05-27,APP_LOGIN,SUCCESS,437.63,Call Center
C007200,2025-03-01,APP_LOGIN,SUCCESS,364.82,Call Center
C002320,2025-06-24,CALL,SUCCESS,749.26,Mobile App
C002884,2025-05-06,SMS,FAIL,1898.63,Mobile App
C007804,2025-05-10,APP_LOGIN,SUCCESS,2075.92,Call Center
C001516,2025-06-19,APP_LOGIN,NO_RESPONSE,1873.16,Mobile App
C000590,2025-04-27,APP_LOGIN,SUCCESS,292.78,Mobile App
C000588,2025-01-11,CALL,SUCCESS,1278.71,Mobile App
C002620,2025-03-14,APP_LOGIN,NO_RESPONSE,9.45,Mobile App
C005488,2025-01-27,CALL,NO_RESPONSE,4882.29,Mobile App
C006224,2025-01-14,TXN,SUCCESS,752.9,Website
C009388,2025-04-09,CALL,NO_RESPONSE,369.65,Website
C004354,2025-05-06,APP_LOGIN,SUCCESS,1970.01,Mobile App
C002606,2025-05-02,APP_LOGIN,SUCCESS,33.28,Branch
C002539,2025-04-06,CALL,FAIL,19.41,Mobile App
C008758,2025-04-22,APP_LOGIN,FAIL,1113.71,Mobile App
C001757,2025-05-16,EMAIL,NO_RESPONSE,248.47,Mobile App
C001361,2025-03-16,CALL,SUCCESS,1873.56,Mobile App
C002374,2025-01-05,CALL,NO_RESPONSE,609.69,Mobile App
C001196,2025-06-07,CALL,SUCCESS,26.09,Mobile App
C002132,2025-01-25,APP_LOGIN,SUCCESS,1029.82,Mobile App
C008010,2025-04-16,TXN,SUCCESS,1424.6,Mobile App
C005644,2025-01-25,APP_LOGIN,NO_RESPONSE,14.34,Mobile App
C009760,2025-03-16,APP_LOGIN,SUCCESS,767.71,Mobile App
C003411,2025-03-03,SMS,SUCCESS,510.54,Branch
C002368,2025-03-06,CALL,SUCCESS,400.65,Mobile App
C003344,2025-01-01,APP_LOGIN,SUCCESS,900.98,Mobile App
C007282,2025-04-30,CALL,SUCCESS,1817.56,Mobile App
C003098,2025-04-26,APP_LOGIN,SUCCESS,1278.64,Mobile App
C009453,2025-06-24,TXN,SUCCESS,32.64,Mobile App
C001334,2025-03-14,EMAIL,SUCCESS,829.65,Mobile App
C007166,2025-01-27,APP_LOGIN,SUCCESS,129.15,Mobile App
C003337,2025-02-07,TXN,NO_RESPONSE,1486.7,Mobile App
C008158,2025-05-27,APP_LOGIN,SUCCESS,527.41,Mobile App
C003085,2025-02-09,SMS,FAIL,685.64,Call Center
C003388,2025-05-20,APP_LOGIN,SUCCESS,271.3,Website
C004714,2025-03-07,TXN,SUCCESS,441.43,Mobile App
C007806,2025-02-02,APP_LOGIN,SUCCESS,1080.35,Website
C005102,2025-05-21,APP_LOGIN,NO_RESPONSE,3768.43,Website
C002432,2025-02-12,SMS,NO_RESPONSE,6342.8,Branch
C001017,2025-05-29,CALL,SUCCESS,479.07,Mobile App
C000642,2025-06-11,CALL,SUCCESS,441.97,Mobile App
C004063,2025-01-30,APP_LOGIN,SUCCESS,1669.28,Call Center
C008508,2025-01-20,APP_LOGIN,SUCCESS,1058.41,Mobile App
C000441,2025-03-23,CALL,SUCCESS,228.85,Mobile App
C001139,2025-04-30,APP_LOGIN,SUCCESS,134.07,Call Center
C009107,2025-06-13,APP_LOGIN,SUCCESS,14.82,Mobile App
C005244,2025-01-07,APP_LOGIN,SUCCESS,522.68,Website
C002304,2025-01-09,APP_LOGIN,SUCCESS,80.82,Mobile App
C005951,2025-02-14,SMS,SUCCESS,2785.04,Mobile App
C007047,2025-01-18,EMAIL,SUCCESS,434.02,Call Center
C006607,2025-02-16,CALL,FAIL,56.78,Branch
C003422,2025-04-24,CALL,SUCCESS,259.67,Mobile App
C002079,2025-01-01,TXN,NO_RESPONSE,869.4,Website
C006104,2025-03-19,APP_LOGIN,NO_RESPONSE,251.15,Branch
C004151,2025-03-13,TXN,SUCCESS,104.83,Call Center
C002201,2025-02-22,TXN,SUCCESS,1345.2,Mobile App
C004552,2025-02-06,CALL,SUCCESS,1061.64,Mobile App
C006430,2025-01-20,TXN,SUCCESS,1666.23,Branch
C008228,2025-04-05,APP_LOGIN,SUCCESS,1086.38,Mobile App
C009010,2025-04-30,TXN,SUCCESS,1210.98,Mobile App
C001947,2025-02-10,TXN,SUCCESS,309.2,Mobile App
C003957,2025-06-15,SMS,NO_RESPONSE,1006.54,Mobile App
C002226,2025-02-13,APP_LOGIN,NO_RESPONSE,18.28,Mobile App
C007716,2025-05-01,APP_LOGIN,SUCCESS,272.99,Mobile App
C003326,2025-05-23,TXN,SUCCESS,1082.24,Mobile App
C008700,2025-04-23,CALL,SUCCESS,1070.98,Call Center
C003746,2025-05-07,SMS,SUCCESS,197.5,Mobile App
C008161,2025-06-12,APP_LOGIN,SUCCESS,105.31,Mobile App
C004815,2025-03-22,CALL,SUCCESS,465.43,Website
C008652,2025-01-27,CALL,NO_RESPONSE,431.37,Website
C006104,2025-01-21,APP_LOGIN,NO_RESPONSE,1905.77,Website
C001406,2025-02-09,SMS,SUCCESS,377.08,Branch
C006091,2025-02-13,EMAIL,SUCCESS,27.07,Mobile App
C007288,2025-04-19,CALL,SUCCESS,1745.27,Mobile App
C002037,2025-03-31,APP_LOGIN,SUCCESS,1120.73,Mobile App
C006035,2025-06-21,SMS,SUCCESS,746.25,Mobile App
C002678,2025-01-05,EMAIL,SUCCESS,62.73,Mobile App
C006145,2025-04-07,EMAIL,SUCCESS,452.07,Branch
C001745,2025-05-04,APP_LOGIN,SUCCESS,954.01,Call Center
C009424,2025-06-26,SMS,NO_RESPONSE,2592.3,Website
C001178,2025-05-29,SMS,SUCCESS,847.56,Mobile App
C000762,2025-01-08,APP_LOGIN,FAIL,1535.5,Mobile App
C004779,2025-03-07,CALL,NO_RESPONSE,471.54,Mobile App
C006459,2025-04-29,APP_LOGIN,SUCCESS,1773.48,Website
C005624,2025-06-14,CALL,SUCCESS,647.91,Website
C004715,2025-05-22,TXN,NO_RESPONSE,189.19,Mobile App
C003727,2025-06-11,APP_LOGIN,SUCCESS,68.87,Mobile App
C009736,2025-04-27,TXN,SUCCESS,292.89,Mobile App
C001934,2025-04-18,SMS,SUCCESS,66.79,Mobile App
C003562,2025-03-01,TXN,SUCCESS,113.4,Mobile App
C007180,2025-06-23,APP_LOGIN,NO_RESPONSE,789.85,Mobile App
C004445,2025-05-29,CALL,SUCCESS,2747.92,Website
C002965,2025-01-18,APP_LOGIN,SUCCESS,1297.14,Mobile App
C009223,2025-04-22,CALL,NO_RESPONSE,846.09,Mobile App
C007225,2025-03-02,SMS,SUCCESS,6412.35,Branch
C008782,2025-06-11,APP_LOGIN,SUCCESS,1090.27,Call Center
C003102,2025-03-23,CALL,SUCCESS,465.11,Call Center
C003898,2025-04-09,CALL,NO_RESPONSE,301.41,Call Center
C003679,2025-03-31,APP_LOGIN,SUCCESS,1587.54,Mobile App
C001844,2025-06-06,EMAIL,SUCCESS,222.48,Mobile App
C001939,2025-06-18,TXN,SUCCESS,3205.95,Mobile App
C008445,2025-04-02,APP_LOGIN,NO_RESPONSE,2177.8,Mobile App
C007867,2025-03-31,APP_LOGIN,SUCCESS,299.86,Website
C007084,2025-02-27,SMS,SUCCESS,671.8,Mobile App
C005373,2025-06-07,TXN,NO_RESPONSE,1655.42,Call Center
C001467,2025-06-10,APP_LOGIN,SUCCESS,719.99,Mobile App
C000736,2025-04-06,CALL,SUCCESS,3010.12,Mobile App
C000340,2025-02-03,SMS,SUCCESS,644.65,Branch
C001377,2025-04-29,CALL,FAIL,1317.15,Website
C004720,2025-04-29,APP_LOGIN,NO_RESPONSE,1283.45,Mobile App
C000705,2025-02-18,EMAIL,NO_RESPONSE,312.31,Mobile App
C003725,2025-01-12,CALL,SUCCESS,778.86,Website
C008190,2025-05-30,TXN,SUCCESS,61.53,Mobile App
C004419,2025-06-01,SMS,SUCCESS,609.32,Call Center
C005260,2025-02-25,CALL,SUCCESS,5108.09,Mobile App
C009661,2025-06-02,SMS,SUCCESS,2497.72,Mobile App
C000553,2025-05-09,EMAIL,SUCCESS,1761.18,Mobile App
C003492,2025-04-28,APP_LOGIN,SUCCESS,3855.5,Mobile App
C000790,2025-06-11,CALL,SUCCESS,341.92,Call Center
C001174,2025-05-13,CALL,SUCCESS,164.73,Branch
C000553,2025-01-17,SMS,SUCCESS,298.19,Website
C003423,2025-05-09,SMS,SUCCESS,1946.34,Mobile App
C004212,2025-05-29,SMS,SUCCESS,3280.1,Website
C008824,2025-01-06,SMS,NO_RESPONSE,148.45,Branch
C000270,2025-03-16,SMS,NO_RESPONSE,349.62,Branch
C000861,2025-02-08,SMS,SUCCESS,11.47,Call Center
C000291,2025-05-28,TXN,SUCCESS,98.05,Mobile App
C009650,2025-03-25,APP_LOGIN,SUCCESS,1801.13,Mobile App
C005871,2025-04-28,SMS,SUCCESS,3165.2,Mobile App
C000630,2025-06-01,CALL,SUCCESS,5667.4,Mobile App
C007008,2025-02-10,CALL,SUCCESS,269.93,Mobile App
C005944,2025-04-29,APP_LOGIN,SUCCESS,45.46,Mobile App
C000475,2025-03-31,TXN,SUCCESS,1466.88,Mobile App
C004633,2025-03-08,SMS,SUCCESS,371.66,Mobile App
C004081,2025-02-07,TXN,SUCCESS,1228.75,Call Center
C001761,2025-02-07,EMAIL,NO_RESPONSE,372.36,Mobile App
C004709,2025-01-28,TXN,SUCCESS,1699.23,Mobile App
C006921,2025-01-10,APP_LOGIN,SUCCESS,1627.02,Mobile App
C003399,2025-06-01,CALL,NO_RESPONSE,162.18,Mobile App
C003562,2025-03-03,CALL,NO_RESPONSE,439.81,Call Center
C003845,2025-04-14,TXN,SUCCESS,2303.37,Mobile App
C003805,2025-06-29,EMAIL,SUCCESS,1016.49,Branch
C009817,2025-04-22,CALL,SUCCESS,711.9,Mobile App
C001509,2025-03-12,CALL,NO_RESPONSE,1627.29,Mobile App
C004111,2025-06-01,APP_LOGIN,SUCCESS,822.82,Branch
C004854,2025-04-05,EMAIL,SUCCESS,490.66,Mobile App
C006832,2025-04-24,APP_LOGIN,SUCCESS,527.0,Mobile App
C008196,2025-02-19,TXN,NO_RESPONSE,14.34,Call Center
C003448,2025-06-15,SMS,FAIL,247.32,Mobile App
C005585,2025-03-10,APP_LOGIN,SUCCESS,2353.37,Mobile App
C003792,2025-05-26,APP_LOGIN,NO_RESPONSE,1120.09,Mobile App
C005082,2025-04-09,SMS,SUCCESS,853.14,Mobile App
C009353,2025-06-26,EMAIL,SUCCESS,494.14,Mobile App
C000834,2025-01-17,APP_LOGIN,SUCCESS,341.17,Mobile App
C005336,2025-04-29,CALL,FAIL,1502.69,Mobile App
C005488,2025-03-27,CALL,NO_RESPONSE,220.03,Mobile App
C006261,2025-04-28,CALL,SUCCESS,304.73,Mobile App
C009395,2025-02-22,EMAIL,SUCCESS,1615.35,Call Center
C002176,2025-05-14,EMAIL,SUCCESS,348.8,Website
C009574,2025-04-04,EMAIL,SUCCESS,212.53,Mobile App
C004174,2025-05-13,CALL,SUCCESS,835.61,Mobile App
C002789,2025-05-10,SMS,SUCCESS,1811.92,Mobile App
C007461,2025-04-09,SMS,SUCCESS,554.25,Mobile App
C008534,2025-05-13,TXN,NO_RESPONSE,1643.83,Branch
C009554,2025-06-08,TXN,SUCCESS,432.39,Call Center
C006722,2025-03-22,EMAIL,SUCCESS,835.93,Mobile App
C004192,2025-03-15,TXN,SUCCESS,2159.69,Website
